nhảy cỡn
nhảy dài
nhảy dây
nhảy dù
nhảy đầm
nhảy múa
nhảy mũi
nhảy nhót
nhảy phượng
nhảy rào
nhảy sào
nhảy sóng
 hoá long
nhảy tót
nhảy vọt
nhảy xa
nháy
nháy nháy
nhạy
nhạy cảm
nhạy miệng
nhắc
nhắc lại
nhắc nhỏm
nhắc nhở
nhăm
nhăm nhăm
nhằm
nhắm
nhắm chừng
nhắm mắt
nhắm nghiền
nhắm nháp
nhắm rượu
nhặm
nhặm lẹ
nhăn
nhăn mặt
nhăn nhẳn
nhăn nheo
nhăn nhíu
nhăn nhó
nhăn nhở
nhăn răng
nhằn
nhẳn
nhẵn
nhẵn bóng
nhẵn cấc
nhẵn lì
nhẵn mặt
nhẵn nhụi
nhẵn thín
nhắn
nhắn nhe
nhắn nhủ
nhắn tin
nhăng
nhăng nhẳng
nhăng nhít
nhằng
nhằng nhằng
nhằng nhẵng
nhằng nhịt
nhẳng
nhắng
nhắng
nhắng nhít
nhặng
nhặng bộ
nhặng xị
nhắp
nhắp mắt
nhặt
nhặt nhạnh
nhấc
nhâm
nhầm
nhầm lẫn
nhầm nhật
nhầm nhỡ
nhẩm
nhấm
nhấm nháp
nhấm nhẳng
nhậm
nhân
nhân ái
nhân bản
nhân cách
nhân cách hoá
nhân chính
nhân chủng
nhân chủng học
nhân chứng
nhân công
nhân dạng
nhân danh
nhân dân
nhân dịp
nhân dục
nhân duyên
nhân đạo
nhân đức
nhân gian
nhân hậu
nhân hình
nhân hoà
nhân hoàn
nhân huệ
nhân khẩu
nhân kiệt
nhân loại
nhân loại học
nhân luân
nhân lực
nhân mãn
nhân mạng
nhân ngãi
nhân nghĩa
nhân ngôn
nhân nhẩn
nhân nhượng
nhân phẩm
nhân quả
nhân quả
nhân quần
nhân quyền
nhân sâm
nhân sĩ
nhân sinh
nhân sinh quan
nhân số
nhân sự
nhân tài
nhân tạo
nhân tâm
nhân thể
nhân tiện
nhân tình
nhân tình
nhân tính
nhân tố
nhân trung
nhân từ
nhân văn
nhân vật
nhân vì
nhân vị
nhân viên
nhần nhận
nhần nhị
nhẫn
nhẫn
nhẫn cưới
nhẫn khẩu mía
nhẫn mặt
nhẫn nại
nhẫn nay
nhẫn nhục
nhẫn quấn
nhẫn tâm
nhấn
nhấn mạnh
nhận
nhận biết
nhận chìm
nhận diện
nhận định
nhận lời
nhận mặt
nhận ra
nhận thấy
nhận thức
nhận thức luận
nhận thực
nhận xét
nhâng nháo
nhấp
nhấp giọng
nhấp nhánh
nhấp nháy
nhấp nhoáng
nhấp nhô
nhấp nhổm
nhập
nhập bạ
nhập cảng
nhập cảnh
nhập cốt
nhập cuộc
nhập diệu
nhập đề
nhập học
nhập hội
nhập khẩu
nhập lý
nhập môn
nhập ngũ
nhập nhoạng
nhập nội
nhập quan
nhập siêu
nhập tâm
nhập thế
nhập tịch
nhất
nhất đán
nhất đán phi thường
nhất đẳng
nhất định
nhất hạng
nhất là
nhất lãm
nhất loạt
nhất luật
nhất nguyên
nhất nguyên luận
nhất nhất
nhất phẩm
nhất quán
nhất quyết
nhất sinh
nhất tâm
nhất tề
nhất thiết
nhất thống
nhất thời
nhất trí
nhất tự
nhất viện chế
nhật báo
nhật dạ
nhật dụng
nhật động
nhật đường
nhật kế
nhật khuê
nhật kỳ
nhật ký
nhật ký chìm tàu
nhật lệnh
nhật nẻo
nhật nguyệt
nhật tâm
nhật thực
nhật trình
nhật trình
nhật tụng
nhâu nhâu
nhậu
nhậu nhẹt
nhây
nhây nhây
nhây nhớt
nhầy
nhầy nhầy
nhầy nhụa
nhẫy
nhậy
nhe
nhe răng
nhè
nhè mồm
nhè nhè
nhè nhẹ
nhẻ nhói
nhẽ
nhé
nhẹ
nhẹ bồng
nhẹ bỗng
nhẹ bụng
nhẹ bước
nhẹ dạ
nhẹ lời
nhẹ miệng
nhẹ mình
nhẹ nhàng
nhẹ nhõm
nhẹ nợ
nhẹ tình
nhẹ tính
nhẹ túi
nhem nhẻm
nhem nhép
nhem nhuốc
nhèm
nhẻm nhèm nhem
nhen
nhen nhúm
nheo
nheo nhẻo
nheo nhéo
nheo nhóc
nhèo
nhèo nhèo
nhèo nhẹo
nhẽo
nhép
nhét
nhể
nhễ nhại
nhếch
nhếch mép
nhếch môi
nhếch nhác
nhện
nhếu nháo
nhệu nhạo
nhi đồng
nhi khoa
